node,title,in_degree,out_degree,weighted_in_degree,weighted_out_degree,pagerank,hub_score,authority_score,mean_visits,median_visits,std_visits,max_visits,total_visits,visit_slope,gmm_cluster,cluster_confidence,p_cluster_0,p_cluster_1,p_cluster_2,p_cluster_3,p_cluster_4,cluster_entropy,cluster_entropy_normalized,svd_1,svd_2,svd_3,svd_4,svd_5,svd_6,svd_7,svd_8,svd_9,svd_10,svd_11,svd_12,svd_13,svd_14,svd_15,svd_16,svd_17,svd_18,svd_19,svd_20
19,Subtraction,5,46,8.0,69.0,0.0003104146041603879,0.0020847266775879964,0.00030681909684461875,419.86046511627904,405.0,118.6717170434854,1212.0,306918.0,0.143686560006734,3,0.9999984546939622,2.175572101563512e-09,3.268109767015843e-07,1.2163194889622435e-06,0.9999984546939622,1.0309170285872388e-91,2.3035135448240296e-05,1.4312534376304179e-05,8.723142887224187e-05,0.002826800471047083,0.00015047168251144046,0.0021955032969695272,0.0011494667365100821,0.0006470526352159499,0.000675204841432668,0.0018093152517584176,0.004282368266647824,-0.002035329459459854,0.0017349181920763835,0.01014829234250476,0.007253106819754406,-0.004495002645158439,0.0003526816231432569,-0.0001815594910070409,8.365411619652645e-05,0.0003426329456187215,0.0030752569542880303,-0.0012554705109908955
20,Multiplication,5,85,13.0,121.0,0.00032817844245450266,0.0036769524799207024,0.0003979424305315421,857.7072503419972,810.0,759.1712680027075,16003.0,626984.0,-0.08431288579334299,3,0.9999999999748828,2.4994872511757905e-11,4.355787134239071e-21,1.224926443158518e-13,0.9999999999748828,2.111746814487178e-77,6.366907787748337e-10,3.955982233647696e-10,7.522279844947065e-05,0.002957937220060686,0.00020699662203960424,0.002856743714170599,0.0011584194309144104,0.0007935484990915656,0.0007947035292102396,0.002499702412020333,0.006292479660254967,-0.003591451135180285,0.0008027223137393626,0.009680675875631336,0.004923585914964363,-0.002871899760953047,0.00013758388591194964,0.0010621349981626924,0.0012737993603388791,0.0014475396791976509,0.021869822892078495,-0.0014596412602762155
21,Division (mathematics),6,71,16.0,99.0,0.00033351967754236477,0.0029551109643803255,0.0004887352912385066,764.374829001368,769.0,207.53725390975399,1546.0,558758.0,-0.166004811462968,3,0.9999986439514901,1.9224491030435138e-12,3.3000734655187003e-09,1.3527465140952454e-06,0.9999986439514901,4.578105598126174e-68,1.9700712843003028e-05,1.224074112508499e-05,7.602361347407764e-05,0.0038730435363292424,0.0001446362455078212,0.004204978198244486,0.0013121231055198714,0.0010438923858529308,0.0008666340210076812,0.0033231650188702768,0.00831002167281462,-0.00490831217508354,0.001760205402340616,0.01593387445768087,0.017293408853193592,-0.008871096052931389,0.000847415060073174,-0.0006283863323365383,0.0005834938871962662,0.0005115116577428602,0.023854971191858435,-0.0030538860323395607
22,Pi,10,125,14.0,177.0,0.00031321522965551253,0.00516592609647903,0.0007931233086914487,5119.18194254446,4631.0,3288.5330695291254,68633.0,3742122.0,2.958554201766251,3,0.9999994079912508,3.036506335191574e-08,4.822857039883923e-15,5.616436811053942e-07,0.9999994079912508,3.393684769177375e-75,9.201023646933863e-06,5.716917425549093e-06,0.0001468839556147581,0.0006974045372715738,0.00030944406699785006,0.0011512938140165985,0.0012434905004603497,0.0006570535076143578,0.0006902952712721285,0.001304337340157505,0.0027619930228596134,-0.0013674126715191382,0.0006919535522892024,0.005341749664380847,-0.0016566818062300824,-0.0007758147024657045,-0.00018041675477271663,0.00021505082412944237,-0.0002411682917735749,0.0008847278886602338,0.0033003930066701397,0.0002502957494545428
23,Area,12,97,18.0,124.0,0.000322132294500223,0.0029682046530256625,0.0009648801779282403,937.2106703146375,901.0,308.5511696478709,3532.0,685101.0,-0.5124022201175187,3,0.9459419121364333,6.370147257689498e-08,2.0913678588209275e-06,0.05405593279423526,0.9459419121364333,7.241610058567504e-40,0.2103192306237322,0.13067868539622457,6.429115093021165e-05,0.0005101225682742317,0.00021621563098027046,0.0006911397703659219,0.0007516184279273188,0.0003072684574932633,0.0006798425993474364,0.0011995639195622981,0.00411201809998093,-0.0026516395090947285,-0.0005886333251955076,0.0035524154094122213,-0.0007718469337411701,0.00010188771285439404,-0.00012964033374912815,0.0009277107637280555,0.000323057336518216,0.0014212074721842323,0.0009327599617413003,0.0006166799606443815
24,Parabola,4,50,5.0,75.0,0.00030102585215340124,0.001714998723022645,0.0003168509205420201,1130.5745554035568,1112.0,244.4315236406492,2076.0,826450.0,0.10134034050116981,3,0.9999999966291151,7.123086128364912e-11,3.108474746186872e-10,2.9888066622309476e-09,0.9999999966291151,6.557371851585191e-94,7.050166267515094e-08,4.380514596460874e-08,0.00016642654297970404,0.000423819345105809,0.0003941056510643007,0.0007246460399210206,0.0011458430917736676,0.0002555483024737661,0.0006997283115509392,0.0009866873904475285,0.003054176738692678,-0.001413736542033399,0.0002823830161760149,0.005241483143899907,-0.0021054644560616715,-0.0004036402957810371,-5.654426485449427e-05,0.0009640629319369634,0.0005303834849277263,0.002525651896883055,-0.000340464870274967,0.0010016326529413697
25,Series (mathematics),11,122,17.0,160.0,0.00031992159260333026,0.0070298575230182,0.0009126273489751285,664.7537619699042,663.0,135.873350123596,1105.0,485935.0,0.13943617837987457,3,0.998120669988719,9.328339499495587e-10,4.4721922789575814e-08,0.0018792843565241396,0.998120669988719,2.411582663604168e-48,0.013674351942606307,0.00849635256940439,0.00010704342361457506,0.0007387534194359607,0.00030863298815749787,0.000936277838208842,0.0010003858698122879,0.0003766487028232346,0.0007927199474010007,0.0010098694721994827,0.0024790736141422722,-0.0009558310987531625,0.0010435853304980789,0.005914451669580011,-0.001762750318508756,-0.0001781221425545569,-1.9840795633604664e-05,0.002185214531220871,-0.00018116060362253865,0.00047212785289826306,0.0008900290846583525,0.0005810014837858543
26,Trigonometry,13,75,19.0,90.0,0.0003180786195921861,0.0025974729275870614,0.0010278739591513088,1659.2257181942543,1641.0,301.16724077700405,3073.0,1212894.0,-0.5990098438071693,3,0.6468799651915453,1.0213653767224465e-07,5.959959675001785e-07,0.35311933667594964,0.6468799651915453,3.748521352424684e-25,0.6493668552044725,0.40347431248365184,5.332730822285976e-05,0.0004299030941210164,0.00016980179595172076,0.0006579527700626937,0.0007167705303905233,0.0004390804006007992,0.0005718811732324079,0.0012196716455518252,0.0034410970233656533,-0.001968378023018667,0.0007411592211078485,0.006720754003646633,-0.0025156553343679425,0.0003658659360030866,0.0012340194045215138,0.009828524727389848,-0.00010025076264398991,-0.0009094165976704669,0.000459220256428625,-0.0006279485654806481
27,Sine,6,71,9.0,94.0,0.00031023271342277726,0.0034153880154071735,0.0004152658908805833,1078.4131326949384,1076.0,222.27857835131078,2048.0,788320.0,0.018344785467182243,3,0.9999975198082419,1.1995732797907833e-10,4.809258837552478e-10,2.4795908748093147e-06,0.9999975198082419,1.126061859934784e-50,3.449835675597299e-05,2.143503423738662e-05,0.00017104243186629933,0.0007224687012048687,0.00048787854461408025,0.0010050108436289523,0.0014192130278493852,0.0007242612366197112,0.0011061114403152635,0.0014736805121660674,0.003933099399129005,-0.0018027555355677324,0.001176785263982292,0.008112849551946142,-0.0026140113590839976,0.0003159610210763935,-9.470711598532578e-05,0.003260095747535954,-0.0006115396829792822,0.0008483293778740191,0.0007895343415758498,0.0010534236505137088
28,Gödel's incompleteness theorems,4,46,6.0,54.0,0.00030286407121564896,0.0011321469062639665,0.00027929746782957843,964.1326949384405,958.0,164.42155842930518,2906.0,704781.0,0.09799673931375674,3,0.9999999986383257,8.12440001330501e-12,2.1427188974184898e-15,1.353547840002512e-09,0.9999999986383257,1.5111668355303732e-24,2.9206430019540453e-08,1.8146975284911052e-08,3.7232277205338354e-05,0.0003567185024637846,5.5385034900394795e-05,0.0005131900080157292,0.0012068500262481178,0.024054984281317273,1.910401807452926e-05,-0.0019859154614729276,0.0017886817399513728,-0.0003048702501419021,0.0013248445708729407,0.0046016082221755975,0.0009129335171169854,0.006405159253612407,-0.0025555824696798716,-0.0018584095367337862,-0.0030500749331309417,-0.001339720226831593,0.0005643284578295331,-5.4807050623501e-05
29,Theorem,10,95,16.0,142.0,0.0003315126840028725,0.0037308380096890107,0.0005501244382628727,341.46785225718196,338.0,77.28804469631471,712.0,249613.0,-0.07503366211561213,3,0.9989036925858142,6.499838105631249e-09,9.980319107716298e-07,0.0010953028824368567,0.9989036925858142,5.687625605216402e-93,0.008575996891894339,0.005328566467608604,7.574020685276235e-05,0.00045308765830950936,0.00013838199105724666,0.0009033017563712754,0.0006332330012521644,0.0017670203594143663,0.0005488989056266848,0.0015600236693894835,0.0024232350391933033,-0.0007846329858027135,0.0015478353069881034,0.0053469954103103545,0.00034250589461794673,0.004686103374898169,-0.0018103750618776093,-0.0010774152759599096,-0.002239177615685394,-0.0008314030286554339,0.0012677688026666663,0.00039015846370348787
30,Group theory,16,116,23.0,164.0,0.00033797927957912176,0.006244891110679389,0.001018122897799481,584.8782489740082,568.0,288.8821991490116,7773.0,427546.0,0.11137814836398886,3,0.9998236314192203,8.534567558231293e-06,3.5600925820215815e-10,0.0001678336572123004,0.9998236314192203,2.5834024314462878e-71,0.0017348713090140657,0.0010779361512556027,8.086143907280995e-05,0.0005632331936423305,0.00018938360074592374,0.0009968966234243496,0.0006953543074600815,0.0005690769162786927,0.0006501155387303282,0.0009783190377360689,0.002223729635111781,-0.0009163602950792386,0.0008909601164450909,0.004236610127573951,-0.0004949401775064941,0.0009911651121522662,-0.0005081645514358673,0.00017356942510275252,-0.00044371195350358415,0.000641699205033799,0.0008595707260992435,0.0007352132653908972
31,Proof by contradiction,4,23,4.0,29.0,0.00030428554484108203,0.0005510147867053912,0.00015843806584235764,340.30232558139534,328.0,117.9990620313675,784.0,248761.0,0.14818043324056734,3,0.999994388588948,2.223946517078781e-08,5.43709478787005e-06,1.5207679902106405e-07,0.999994388588948,6.020969308942839e-32,7.430062478829334e-05,4.616557384057252e-05,2.28214045045733e-05,0.0004173024813923972,5.21995400756346e-05,0.0004707407801729456,0.0004902964688343722,0.0013389552057322441,0.000317871548371486,0.0011317638308618093,0.0020965635765499984,-0.0008406839773655066,0.0009928426381794545,0.004187555774895414,0.0007526333981218863,0.0031642486625270134,-0.0014316610005258058,-0.0011004825740650581,-0.0012356007297300937,-0.000661505417981436,0.0006615191467945081,-4.063930628920866e-05
32,Operations research,14,67,18.0,89.0,0.0003241325177777172,0.002993708129921279,0.0007597053540244527,914.8098495212039,903.0,195.29268983919638,2777.0,668726.0,-0.24746329116723906,2,0.5556635700207935,7.596304138645608e-07,2.6769356687851084e-06,0.5556635700207935,0.4443329934131237,1.5086834570348264e-49,0.6869831499873716,0.42684663054095956,0.00013703802895624872,0.00025199335399028413,0.00024167714730602226,0.0006361751789008947,0.001097304660121638,0.0009482416908515157,0.0006691964250927424,0.00244920430133362,0.00601856365816803,0.005307206566869075,0.0008147517774875838,0.0036766257356523214,-0.0018778536333482003,0.0023735114020971733,0.010329672256014503,-0.0030597204597512476,-0.0010883144896716298,0.0006128210570168298,0.00017099866966972587,0.00016720032786665413
33,Prime number,11,159,15.0,258.0,0.00032203521910668855,0.006115565601352658,0.0006964034172928025,4607.626538987688,4184.0,1467.6450725176323,14474.0,3368175.0,4.0403383507268344,3,0.9957597914741856,1.1714384841249749e-09,1.3620706082003939e-07,0.004240071147315012,0.9957597914741856,2.645549111742306e-134,0.027397635169713455,0.01702310785526203,7.619831427253145e-05,0.0102808668907094,5.944617062941206e-05,0.010856815727723899,0.0008373175429416521,0.0006528242518250264,0.0004983043677137113,0.00218548723270539,0.004896712101658748,-0.002672703473796475,0.0010285065014772363,0.007984639995272587,0.00500420769265131,-0.002179562644409252,0.00019610739206716885,0.0006952669933318009,0.00029155453886114545,0.00026035930517039887,0.014782934179639105,-0.0004812887277883648
34,Fast Fourier transform,4,30,4.0,43.0,0.0002977239886715323,0.001086528492957489,0.0002528749559089786,1495.4582763337894,1517.0,395.05614672632174,3245.0,1093180.0,-0.2671428259833746,3,0.9999997221506373,2.6736171886476972e-09,5.9118496758991595e-08,2.1605724885889534e-07,0.9999997221506373,8.185539496133449e-73,4.6305605900063466e-06,2.877129061165911e-06,8.013638415773413e-05,0.000908479972096791,0.00021334899816989687,0.0018349137770448617,0.0008707198240999024,0.0008476409599915988,0.0006428384413124669,0.0016928895855577988,0.003558051501201451,1.9174068377427418e-05,0.0015197045444751936,0.005581501536896225,-0.00041844657999351166,0.00035814984307996987,0.0008261368637963936,0.0010874134225339737,-0.0002689127249235148,0.0008180270544479237,0.0014662806862627935,0.0021996590973846447
